customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
1868,128,151,1.1796875000000000,£161.38,£1.26
1865,212,259,1.2216981132075472,£253.36,£1.20
10329,677,776,1.1462333825701625,"£1,108.70",£1.64
1874,770,875,1.1363636363636364,"£1,244.10",£1.62
13143,449,605,1.3474387527839644,£492.18,£1.10
7874,237,292,1.2320675105485232,£319.51,£1.35
1891,717,927,1.2928870292887029,"£1,546.27",£2.16
13148,524,654,1.2480916030534351,£809.69,£1.55
13147,233,374,1.6051502145922747,£552.80,£2.37
15135,885,975,1.1016949152542373,"£1,404.64",£1.59
5785,274,348,1.2700729927007299,£343.40,£1.25
1886,665,786,1.1819548872180451,£609.97,£0.92
6745,44,49,1.1136363636363636,£178.72,£4.06
1893,596,697,1.1694630872483221,£944.04,£1.58
10328,604,812,1.3443708609271523,£829.74,£1.37
7884,147,166,1.1292517006802721,£323.17,£2.20
1894,365,412,1.1287671232876712,£576.43,£1.58
4407,320,368,1.1500000000000000,£434.31,£1.36
13161,115,145,1.2608695652173913,£478.75,£4.16
10341,207,231,1.1159420289855072,£227.12,£1.10
6695,380,405,1.0657894736842105,"£1,348.26",£3.55
10342,1341,1477,1.1014168530947054,"£1,951.91",£1.46
7881,720,754,1.0472222222222222,£877.82,£1.22
9066,200,248,1.2400000000000000,£224.17,£1.12
14566,362,465,1.2845303867403315,£873.58,£2.41
9067,393,554,1.4096692111959288,£434.56,£1.11
10346,305,343,1.1245901639344262,£617.89,£2.03
4411,431,519,1.2041763341067285,£614.91,£1.43
1911,568,656,1.1549295774647887,£718.45,£1.26
1903,414,506,1.2222222222222222,£625.88,£1.51
13165,673,774,1.1500742942050520,"£1,005.30",£1.49
1901,852,900,1.0563380281690141,"£1,050.79",£1.23
13166,560,835,1.4910714285714286,£924.89,£1.65
1905,234,282,1.2051282051282051,£347.80,£1.49
1904,303,319,1.0528052805280528,£362.65,£1.20
10352,447,525,1.1744966442953020,£585.37,£1.31
1910,199,224,1.1256281407035176,£255.95,£1.29
7897,243,274,1.1275720164609053,£477.20,£1.96
1923,961,1069,1.1123829344432882,"£1,321.28",£1.37
13169,151,179,1.1854304635761589,£234.18,£1.55
1922,587,698,1.1890971039182283,£874.83,£1.49
1925,432,479,1.1087962962962963,£567.50,£1.31
1926,943,1014,1.0752916224814422,£625.16,£0.66
1918,305,370,1.2131147540983607,£459.70,£1.51
4416,567,772,1.3615520282186949,£799.66,£1.41
10355,564,608,1.0780141843971631,£897.44,£1.59
1932,194,230,1.1855670103092784,£255.21,£1.32
1937,344,424,1.2325581395348837,£550.59,£1.60
13181,117,131,1.1196581196581197,£558.32,£4.77
4421,540,666,1.2333333333333333,"£1,364.68",£2.53
14568,156,238,1.5256410256410256,£274.31,£1.76
1938,616,713,1.1574675324675325,£837.02,£1.36
13182,232,256,1.1034482758620690,£272.47,£1.17
9089,655,723,1.1038167938931298,£621.29,£0.95
10357,1128,1563,1.3856382978723404,"£1,842.45",£1.63
11943,73,94,1.2876712328767123,£94.36,£1.29
7903,522,622,1.1915708812260536,£678.01,£1.30
13188,412,477,1.1577669902912621,£671.14,£1.63
10360,351,426,1.2136752136752137,£365.53,£1.04
5799,142,169,1.1901408450704225,£239.77,£1.69
6748,241,284,1.1784232365145228,£435.47,£1.81
5806,504,567,1.1250000000000000,£584.11,£1.16
15142,542,579,1.0682656826568266,£615.90,£1.14
5802,394,516,1.3096446700507614,£737.02,£1.87
1944,600,715,1.1916666666666667,£743.74,£1.24
1939,970,990,1.0206185567010309,£799.67,£0.82
4434,953,1094,1.1479538300104932,"£1,695.26",£1.78
4423,575,617,1.0730434782608696,£620.95,£1.08
1943,773,846,1.0944372574385511,£977.90,£1.27
13189,625,790,1.2640000000000000,£739.38,£1.18
15144,547,595,1.0877513711151737,£588.53,£1.08
10363,641,708,1.1045241809672387,£926.17,£1.44
14573,426,591,1.3873239436619718,£679.88,£1.60
15145,270,285,1.0555555555555556,£366.26,£1.36
16100,74,91,1.2297297297297297,£157.47,£2.13
4437,223,350,1.5695067264573991,£531.95,£2.39
14575,55,69,1.2545454545454545,£73.65,£1.34
7910,223,250,1.1210762331838565,£366.10,£1.64
15702,158,163,1.0316455696202532,£171.91,£1.09
9097,657,878,1.3363774733637747,"£1,134.69",£1.73
16102,270,298,1.1037037037037037,£380.24,£1.41
7914,618,660,1.0679611650485437,£847.77,£1.37
15150,1036,1235,1.1920849420849421,"£1,613.41",£1.56
13201,303,362,1.1947194719471947,£792.69,£2.62
2792,251,254,1.0119521912350598,£496.63,£1.98
4440,586,666,1.1365187713310580,"£1,033.31",£1.76
1969,366,402,1.0983606557377049,£499.55,£1.36
14577,533,722,1.3545966228893058,£530.93,£1.00
13210,169,274,1.6213017751479290,£417.82,£2.47
1978,284,347,1.2218309859154930,£330.44,£1.16
13206,599,738,1.2320534223706177,£656.31,£1.10
1979,600,638,1.0633333333333333,£479.99,£0.80
10365,589,726,1.2325976230899830,£815.50,£1.38
9655,728,922,1.2664835164835165,"£1,329.29",£1.83
9083,480,633,1.3187500000000000,£717.10,£1.49
13211,524,585,1.1164122137404580,£722.22,£1.38
10375,384,436,1.1354166666666667,£576.36,£1.50
13205,422,471,1.1161137440758294,£756.64,£1.79
7905,295,329,1.1152542372881356,£399.50,£1.35
4454,1417,1481,1.0451658433309809,"£1,740.44",£1.23
9093,366,442,1.2076502732240437,£511.35,£1.40
9090,287,326,1.1358885017421603,£360.85,£1.26
1988,129,154,1.1937984496124031,£223.80,£1.73
4455,813,877,1.0787207872078721,"£2,001.10",£2.46
13218,666,709,1.0645645645645646,£786.92,£1.18
1989,621,712,1.1465378421900161,£913.36,£1.47
11291,645,730,1.1317829457364341,£906.67,£1.41
5817,651,723,1.1105990783410138,£778.75,£1.20
10367,852,947,1.1115023474178404,£937.78,£1.10
6709,456,478,1.0482456140350877,£780.77,£1.71
1999,870,1140,1.3103448275862069,"£1,055.87",£1.21
13227,185,247,1.3351351351351351,£414.08,£2.24
16106,150,177,1.1800000000000000,£156.10,£1.04
4459,1401,1713,1.2226980728051392,"£1,412.47",£1.01
4451,330,359,1.0878787878787879,£374.86,£1.14
9118,609,702,1.1527093596059113,£822.37,£1.35
4453,611,754,1.2340425531914894,"£1,178.74",£1.93
4460,176,206,1.1704545454545455,£321.98,£1.83
2014,346,376,1.0867052023121387,£514.23,£1.49
2011,602,655,1.0880398671096346,"£1,484.06",£2.47
14586,438,441,1.0068493150684932,£363.32,£0.83
13238,429,632,1.4731934731934732,"£1,016.46",£2.37
9105,169,196,1.1597633136094675,£257.80,£1.53
5831,551,627,1.1379310344827586,£812.13,£1.47
10382,398,491,1.2336683417085427,£476.76,£1.20
2019,283,324,1.1448763250883392,£370.44,£1.31
5832,149,164,1.1006711409395973,£322.85,£2.17
9656,427,472,1.1053864168618267,£629.64,£1.47
15160,468,489,1.0448717948717949,£390.68,£0.83
2024,604,699,1.1572847682119205,£648.29,£1.07
2029,459,562,1.2244008714596950,£529.61,£1.15
15709,197,224,1.1370558375634518,£277.30,£1.41
13250,213,232,1.0892018779342723,£246.31,£1.16
15167,240,259,1.0791666666666667,£524.31,£2.18
13253,124,148,1.1935483870967742,£208.42,£1.68
13254,44,52,1.1818181818181818,£57.27,£1.30
10386,572,668,1.1678321678321678,£931.55,£1.63
7944,586,608,1.0375426621160410,£639.93,£1.09
9112,759,905,1.1923583662714097,"£1,061.33",£1.40
10802,546,598,1.0952380952380952,"£1,441.96",£2.64
9098,1074,1214,1.1303538175046555,"£1,294.39",£1.21
6712,585,623,1.0649572649572650,£719.79,£1.23
2056,281,315,1.1209964412811388,£257.20,£0.92
2049,289,350,1.2110726643598616,£497.40,£1.72
14595,211,243,1.1516587677725118,£227.40,£1.08
7955,597,657,1.1005025125628141,£627.46,£1.05
9110,515,597,1.1592233009708738,£487.45,£0.95
10401,382,463,1.2120418848167539,£507.74,£1.33
13266,788,938,1.1903553299492386,"£1,099.13",£1.39
9137,317,389,1.2271293375394322,£636.68,£2.01
2067,1357,1408,1.0375829034635225,"£2,020.23",£1.49
10390,574,639,1.1132404181184669,£695.43,£1.21
4484,249,333,1.3373493975903614,£330.57,£1.33
14597,50,63,1.2600000000000000,£102.38,£2.05
13270,454,534,1.1762114537444934,£527.65,£1.16
11830,115,156,1.3565217391304348,£330.21,£2.87
16117,1476,1642,1.1124661246612466,"£1,359.55",£0.92
15717,706,1154,1.6345609065155807,"£1,686.40",£2.39
2063,1277,1377,1.0783085356303837,"£1,434.66",£1.12
2066,974,1155,1.1858316221765914,£980.71,£1.01
9126,512,609,1.1894531250000000,£633.01,£1.24
6716,672,768,1.1428571428571429,£779.55,£1.16
9122,397,471,1.1863979848866499,£642.77,£1.62
13274,119,144,1.2100840336134454,£167.84,£1.41
13268,417,479,1.1486810551558753,£517.75,£1.24
9127,273,307,1.1245421245421245,£415.36,£1.52
10392,390,444,1.1384615384615385,£543.32,£1.39
9667,185,204,1.1027027027027027,£644.02,£3.48
7957,716,918,1.2821229050279330,"£1,276.18",£1.78
9128,234,265,1.1324786324786325,£340.00,£1.45
13281,172,204,1.1860465116279070,£243.59,£1.42
13275,185,280,1.5135135135135135,£350.80,£1.90
13277,259,340,1.3127413127413127,£768.22,£2.97
15177,264,284,1.0757575757575758,£583.97,£2.21
4481,260,381,1.4653846153846154,£445.75,£1.71
9123,238,259,1.0882352941176471,£347.70,£1.46
10396,613,745,1.2153344208809135,"£1,183.55",£1.93
11466,965,1190,1.2331606217616580,"£2,076.05",£2.15
10847,471,593,1.2590233545647558,£657.74,£1.40
2083,866,1016,1.1732101616628176,£991.55,£1.14
4497,641,744,1.1606864274570983,£635.40,£0.99
4496,294,337,1.1462585034013605,£601.12,£2.04
5852,1395,1537,1.1017921146953405,"£2,636.20",£1.89
11951,287,309,1.0766550522648084,£325.83,£1.14
7964,424,460,1.0849056603773585,£547.16,£1.29
11679,496,537,1.0826612903225806,£561.84,£1.13
9139,430,510,1.1860465116279070,£579.77,£1.35
7977,606,677,1.1171617161716172,"£1,782.49",£2.94
5858,327,487,1.4892966360856269,£614.61,£1.88
5864,710,913,1.2859154929577465,"£2,674.16",£3.77
4499,1266,1415,1.1176935229067930,"£1,574.33",£1.24
13301,395,513,1.2987341772151899,£531.11,£1.34
15723,107,126,1.1775700934579439,£117.33,£1.10
4503,587,651,1.1090289608177172,£590.31,£1.01
4500,631,770,1.2202852614896989,£933.22,£1.48
2110,135,153,1.1333333333333333,£203.81,£1.51
3046,143,164,1.1468531468531469,£233.28,£1.63
2111,1329,1758,1.3227990970654628,"£2,057.73",£1.55
2117,532,601,1.1296992481203008,£517.47,£0.97
9125,490,522,1.0653061224489796,"£1,088.90",£2.22
7973,216,255,1.1805555555555556,£286.79,£1.33
2131,953,1128,1.1836306400839454,"£1,652.12",£1.73
10408,390,500,1.2820512820512821,£487.57,£1.25
2132,1415,1606,1.1349823321554770,"£1,996.59",£1.41
2125,331,374,1.1299093655589124,£471.22,£1.42
10410,845,1044,1.2355029585798817,"£1,359.05",£1.61
5860,919,1050,1.1425462459194777,"£1,975.92",£2.15
11151,596,696,1.1677852348993289,£746.09,£1.25
16125,122,172,1.4098360655737705,£321.25,£2.63
4513,1327,1599,1.2049736247174077,"£2,337.14",£1.76
11197,841,1077,1.2806183115338882,"£1,458.64",£1.73
5868,198,217,1.0959595959595960,£240.62,£1.22
2139,161,201,1.2484472049689441,£247.67,£1.54
2138,255,362,1.4196078431372549,£476.85,£1.87
15728,206,233,1.1310679611650485,£309.30,£1.50
2141,780,921,1.1807692307692308,"£1,282.96",£1.64
2146,503,539,1.0715705765407555,£644.21,£1.28
13307,329,373,1.1337386018237082,£547.13,£1.66
7969,240,268,1.1166666666666667,£282.10,£1.18
11596,345,372,1.0782608695652174,£520.67,£1.51
6738,508,560,1.1023622047244094,"£1,204.54",£2.37
2140,378,417,1.1031746031746032,£708.56,£1.87
2162,274,326,1.1897810218978102,£435.50,£1.59
5878,760,930,1.2236842105263158,£773.46,£1.02
7991,265,297,1.1207547169811321,£320.05,£1.21
11500,846,960,1.1347517730496454,"£1,909.51",£2.26
7996,534,623,1.1666666666666667,£765.40,£1.43
13316,354,446,1.2598870056497175,£503.62,£1.42
2154,430,500,1.1627906976744186,£538.08,£1.25
6731,130,149,1.1461538461538462,£221.95,£1.71
2174,344,376,1.0930232558139535,£342.14,£0.99
10419,86,93,1.0813953488372093,£109.87,£1.28
14610,158,185,1.1708860759493671,£200.17,£1.27
10421,907,1033,1.1389195148842337,"£2,764.74",£3.05
4518,522,606,1.1609195402298851,£850.42,£1.63
10426,525,599,1.1409523809523810,£823.64,£1.57
15191,330,478,1.4484848484848485,£841.47,£2.55
2177,344,422,1.2267441860465116,£747.78,£2.17
13323,326,375,1.1503067484662577,£539.71,£1.66
6750,277,345,1.2454873646209386,£391.90,£1.41
9157,262,302,1.1526717557251908,£292.79,£1.12
6744,1507,2084,1.3828798938287989,"£2,778.20",£1.84
10425,251,326,1.2988047808764940,£322.14,£1.28
6751,427,501,1.1733021077283372,£690.01,£1.62
11461,440,499,1.1340909090909091,£626.96,£1.42
10427,731,924,1.2640218878248974,"£1,079.55",£1.48
6752,323,387,1.1981424148606811,£607.54,£1.88
14612,356,625,1.7556179775280899,"£1,750.51",£4.92
2182,214,235,1.0981308411214953,£273.99,£1.28
13334,828,1016,1.2270531400966184,"£1,831.24",£2.21
8011,914,1107,1.2111597374179431,"£1,512.12",£1.65
5888,383,429,1.1201044386422977,£801.91,£2.09
2192,493,592,1.2008113590263692,£849.22,£1.72
2198,719,946,1.3157162726008345,"£1,073.85",£1.49
13340,359,443,1.2339832869080780,£453.38,£1.26
13339,762,912,1.1968503937007874,"£1,079.88",£1.42
5901,329,354,1.0759878419452888,£504.58,£1.53
2214,717,884,1.2329149232914923,£946.35,£1.32
2207,1146,1359,1.1858638743455497,"£1,471.44",£1.28
2209,342,400,1.1695906432748538,£599.78,£1.75
15196,107,116,1.0841121495327103,£135.77,£1.27
15197,351,401,1.1424501424501425,£483.32,£1.38
2216,334,398,1.1916167664670659,£435.06,£1.30
10827,1018,1184,1.1630648330058939,"£1,571.71",£1.54
14613,69,86,1.2463768115942029,£281.07,£4.07
10447,666,739,1.1096096096096096,£937.46,£1.41
11143,353,398,1.1274787535410765,£793.77,£2.25
10431,340,371,1.0911764705882353,£396.17,£1.17
5903,774,797,1.0297157622739018,£981.49,£1.27
5908,561,840,1.4973262032085561,£680.97,£1.21
10433,388,512,1.3195876288659794,£683.60,£1.76
2225,931,1264,1.3576799140708915,"£1,832.45",£1.97
2226,835,893,1.0694610778443114,£799.25,£0.96
9154,470,594,1.2638297872340426,£635.50,£1.35
10918,358,424,1.1843575418994413,£508.55,£1.42
11454,1106,1157,1.0461121157323689,"£1,854.65",£1.68
2232,526,789,1.5000000000000000,"£1,155.10",£2.20
9158,1007,1204,1.1956305858987090,"£1,360.02",£1.35
9146,318,370,1.1635220125786164,£395.07,£1.24
2239,347,390,1.1239193083573487,£513.00,£1.48
15203,434,478,1.1013824884792627,£594.67,£1.37
2233,582,855,1.4690721649484536,"£1,640.51",£2.82
6760,1301,1340,1.0299769408147579,"£1,854.14",£1.43
6759,1537,1868,1.2153545868575146,"£1,982.10",£1.29
4549,868,1033,1.1900921658986175,"£1,277.35",£1.47
8022,382,428,1.1204188481675393,£398.33,£1.04
2243,381,814,2.1364829396325459,"£1,222.34",£3.21
2242,183,221,1.2076502732240437,£226.29,£1.24
14620,531,624,1.1751412429378531,£820.69,£1.55
4547,325,407,1.2523076923076923,£485.71,£1.49
11835,130,168,1.2923076923076923,£567.73,£4.37
4552,995,1220,1.2261306532663317,"£2,280.68",£2.29
11834,17,27,1.5882352941176471,£55.02,£3.24
4559,712,786,1.1039325842696629,£821.77,£1.15
6762,828,1020,1.2318840579710145,"£2,063.80",£2.49
16140,222,259,1.1666666666666667,£587.78,£2.65
10438,196,293,1.4948979591836735,£518.35,£2.64
2263,459,522,1.1372549019607843,£826.83,£1.80
14621,676,760,1.1242603550295858,£524.45,£0.78
2256,239,318,1.3305439330543933,£360.34,£1.51
13366,554,652,1.1768953068592058,£773.80,£1.40
2260,1081,1288,1.1914893617021277,"£1,537.26",£1.42
13370,149,162,1.0872483221476510,£202.31,£1.36
5920,514,715,1.3910505836575875,"£1,029.90",£2.00
13368,318,365,1.1477987421383648,£398.76,£1.25
13367,200,233,1.1650000000000000,£368.53,£1.84
5927,261,321,1.2298850574712644,£354.46,£1.36
13378,478,500,1.0460251046025105,£472.06,£0.99
2277,753,846,1.1235059760956175,£894.74,£1.19
4570,289,339,1.1730103806228374,£899.56,£3.11
2275,687,805,1.1717612809315866,£798.10,£1.16
13374,257,365,1.4202334630350195,£472.40,£1.84
13376,287,310,1.0801393728222997,£494.28,£1.72
13380,150,206,1.3733333333333333,£262.89,£1.75
6764,374,430,1.1497326203208556,£633.78,£1.69
2282,449,535,1.1915367483296214,£763.86,£1.70
2279,201,224,1.1144278606965174,£361.10,£1.80
9164,635,750,1.1811023622047244,£676.42,£1.07
10443,862,1160,1.3457076566125290,£811.44,£0.94
5936,332,410,1.2349397590361446,£504.26,£1.52
16144,402,480,1.1940298507462687,£564.43,£1.40
10450,240,279,1.1625000000000000,£290.44,£1.21
10451,840,980,1.1666666666666667,"£1,078.75",£1.28
15215,307,357,1.1628664495114007,£266.67,£0.87
2290,436,733,1.6811926605504587,£620.09,£1.42
2291,387,476,1.2299741602067183,£675.13,£1.74
11401,1300,1865,1.4346153846153846,"£1,878.08",£1.44
4581,364,449,1.2335164835164835,"£2,119.31",£5.82
13391,796,916,1.1507537688442211,£872.77,£1.10
4572,594,711,1.1969696969696970,£751.29,£1.26
13394,457,532,1.1641137855579869,£569.49,£1.25
8061,211,228,1.0805687203791469,£267.01,£1.27
8062,370,414,1.1189189189189189,£488.65,£1.32
13397,543,621,1.1436464088397790,£922.20,£1.70
10979,582,629,1.0807560137457045,£805.55,£1.38
9675,1076,1080,1.0037174721189591,"£1,460.41",£1.36
13405,92,105,1.1413043478260870,£265.18,£2.88
10950,702,848,1.2079772079772080,£924.19,£1.32
2312,533,599,1.1238273921200750,£553.91,£1.04
4586,432,562,1.3009259259259259,£965.72,£2.24
15217,430,470,1.0930232558139535,£969.24,£2.25
5944,468,557,1.1901709401709402,£752.97,£1.61
2313,217,241,1.1105990783410138,£259.51,£1.20
8069,261,267,1.0229885057471264,£307.68,£1.18
15738,424,596,1.4056603773584906,"£1,890.08",£4.46
13409,1017,1278,1.2566371681415929,"£1,888.64",£1.86
5943,267,305,1.1423220973782772,£385.12,£1.44
8071,525,597,1.1371428571428571,"£1,433.74",£2.73
8066,487,608,1.2484599589322382,£691.17,£1.42
8065,474,710,1.4978902953586498,"£1,033.14",£2.18
15221,201,236,1.1741293532338308,£231.10,£1.15
5942,203,227,1.1182266009852217,£435.82,£2.15
13412,591,634,1.0727580372250423,£932.08,£1.58
11511,1214,1658,1.3657331136738056,"£1,654.48",£1.36
5948,372,399,1.0725806451612903,£832.81,£2.24
13420,474,532,1.1223628691983122,£596.99,£1.26
2322,367,448,1.2207084468664850,£662.25,£1.80
4587,472,913,1.9343220338983051,"£1,116.27",£2.36
13419,145,176,1.2137931034482759,£176.82,£1.22
11585,1169,1487,1.2720273738237810,"£2,114.60",£1.81
15743,315,352,1.1174603174603175,£440.79,£1.40
2327,199,249,1.2512562814070352,£414.14,£2.08
13427,400,444,1.1100000000000000,£509.91,£1.27
5949,221,302,1.3665158371040724,£378.85,£1.71
4593,499,632,1.2665330661322645,"£1,545.76",£3.10
14635,350,430,1.2285714285714286,£473.13,£1.35
2326,1832,2053,1.1206331877729258,"£2,119.47",£1.16
13429,478,538,1.1255230125523013,£530.95,£1.11
14633,459,531,1.1568627450980392,£504.10,£1.10
5951,334,397,1.1886227544910180,£766.30,£2.29
15227,56,60,1.0714285714285714,£94.51,£1.69
13431,773,1066,1.3790426908150065,"£1,061.25",£1.37
13432,212,242,1.1415094339622642,£236.46,£1.12
4597,223,271,1.2152466367713004,£431.90,£1.94
11769,105,138,1.3142857142857143,£205.67,£1.96
5956,474,589,1.2426160337552743,£676.00,£1.43
9679,776,835,1.0760309278350515,"£1,136.50",£1.46
13441,420,615,1.4642857142857143,"£1,152.18",£2.74
2352,129,157,1.2170542635658915,£173.66,£1.35
8087,402,636,1.5820895522388060,£866.28,£2.15
5950,569,663,1.1652021089630931,£819.36,£1.44
16154,365,414,1.1342465753424658,£478.34,£1.31
11770,69,78,1.1304347826086957,£246.22,£3.57
10885,300,385,1.2833333333333333,£601.83,£2.01
11954,61,71,1.1639344262295082,£82.99,£1.36
5965,395,439,1.1113924050632911,£532.36,£1.35
15234,189,219,1.1587301587301587,£319.05,£1.69
13449,97,133,1.3711340206185567,£189.09,£1.95
13454,357,413,1.1568627450980392,£738.58,£2.07
2359,463,525,1.1339092872570194,£826.58,£1.79
2366,1585,2129,1.3432176656151420,"£2,045.28",£1.29
13456,819,877,1.0708180708180708,£899.63,£1.10
8092,468,581,1.2414529914529915,£617.50,£1.32
4603,608,705,1.1595394736842105,£841.58,£1.38
4600,872,924,1.0596330275229358,"£1,012.65",£1.16
8099,289,307,1.0622837370242215,£501.40,£1.73
2370,313,349,1.1150159744408946,£457.46,£1.46
2379,240,294,1.2250000000000000,£257.66,£1.07
13470,484,568,1.1735537190082645,£635.90,£1.31
13468,149,176,1.1812080536912752,£220.29,£1.48
11728,452,642,1.4203539823008850,£851.67,£1.88
2376,479,526,1.0981210855949896,£487.40,£1.02
10476,961,1126,1.1716961498439126,"£1,571.13",£1.63
13476,174,187,1.0747126436781609,£170.56,£0.98
11771,353,507,1.4362606232294618,£703.58,£1.99
11669,1200,1538,1.2816666666666667,"£1,558.16",£1.30
11339,1093,1263,1.1555352241537054,"£1,349.56",£1.23
15239,77,102,1.3246753246753247,£138.21,£1.79
2388,591,801,1.3553299492385787,£629.31,£1.06
10481,787,893,1.1346886912325286,"£1,243.82",£1.58
9190,417,430,1.0311750599520384,£634.42,£1.52
10807,1646,1798,1.0923450789793439,"£1,594.02",£0.97
15240,34,38,1.1176470588235294,£61.28,£1.80
10483,494,585,1.1842105263157895,£874.02,£1.77
4608,1272,1608,1.2641509433962264,"£1,360.55",£1.07
15245,138,147,1.0652173913043478,£312.94,£2.27
2392,122,150,1.2295081967213115,£176.93,£1.45
8108,438,480,1.0958904109589041,"£1,173.57",£2.68
8116,257,333,1.2957198443579767,£442.54,£1.72
9191,77,85,1.1038961038961039,£305.75,£3.97
15753,606,634,1.0462046204620462,£549.38,£0.91
8118,536,636,1.1865671641791045,£779.96,£1.46
4622,383,423,1.1044386422976501,£916.81,£2.39
11614,674,747,1.1083086053412463,£975.78,£1.45
2414,417,451,1.0815347721822542,£577.65,£1.39
2417,481,600,1.2474012474012474,£892.61,£1.86
10495,347,379,1.0922190201729107,£443.85,£1.28
15249,1238,1363,1.1009693053311793,"£1,439.05",£1.16
13504,682,904,1.3255131964809384,"£1,267.86",£1.86
6778,332,345,1.0391566265060241,£372.68,£1.12
8119,122,125,1.0245901639344262,£364.44,£2.99
9682,359,423,1.1782729805013928,"£1,007.78",£2.81
13502,203,228,1.1231527093596059,£405.73,£2.00
13508,713,918,1.2875175315568022,£905.22,£1.27
11613,895,1244,1.3899441340782123,"£1,876.67",£2.10
8115,361,407,1.1274238227146814,£829.38,£2.30
4620,495,545,1.1010101010101010,£822.58,£1.66
6781,672,845,1.2574404761904762,"£1,709.86",£2.54
2427,1244,1409,1.1326366559485531,"£1,672.41",£1.34
11068,453,526,1.1611479028697572,£947.74,£2.09
16163,198,221,1.1161616161616162,£308.27,£1.56
11956,64,72,1.1250000000000000,£84.27,£1.32
13517,342,396,1.1578947368421053,£461.39,£1.35
16165,608,865,1.4226973684210526,"£1,068.25",£1.76
8142,1260,1385,1.0992063492063492,"£1,972.28",£1.57
2431,977,1103,1.1289662231320368,"£1,316.05",£1.35
9209,536,628,1.1716417910447761,£832.74,£1.55
2442,532,586,1.1015037593984962,£536.53,£1.01
5984,365,420,1.1506849315068493,"£1,128.27",£3.09
11957,147,254,1.7278911564625850,£456.35,£3.10
3472,199,294,1.4773869346733668,£280.37,£1.41
2445,318,342,1.0754716981132075,£341.21,£1.07
5985,699,846,1.2103004291845494,£805.63,£1.15
2438,298,353,1.1845637583892617,£455.61,£1.53
16167,214,271,1.2663551401869159,£327.22,£1.53
10505,119,156,1.3109243697478992,£135.19,£1.14
9206,181,226,1.2486187845303867,£392.84,£2.17
8137,135,184,1.3629629629629630,£178.88,£1.33
2450,710,784,1.1042253521126761,"£1,143.92",£1.61
2452,580,610,1.0517241379310345,£468.20,£0.81
9225,706,795,1.1260623229461756,"£1,323.83",£1.88
2451,335,394,1.1761194029850746,£492.34,£1.47
10512,490,563,1.1489795918367347,£904.08,£1.85
4637,477,612,1.2830188679245283,£638.14,£1.34
13535,72,74,1.0277777777777778,£183.91,£2.55
2473,774,960,1.2403100775193798,£804.05,£1.04
13531,73,83,1.1369863013698630,£258.53,£3.54
2470,358,438,1.2234636871508380,£595.48,£1.66
2469,977,1367,1.3991811668372569,"£1,032.12",£1.06
2466,439,466,1.0615034168564920,£656.20,£1.49
16172,171,353,2.0643274853801170,£955.15,£5.59
13537,447,580,1.2975391498881432,£496.64,£1.11
5986,778,1110,1.4267352185089974,"£1,744.14",£2.24
10509,650,822,1.2646153846153846,£918.66,£1.41
11610,250,271,1.0840000000000000,£279.86,£1.12
5989,155,179,1.1548387096774194,£192.73,£1.24
9207,574,593,1.0331010452961672,£637.49,£1.11
9219,1264,1611,1.2745253164556962,"£2,117.22",£1.68
13536,226,279,1.2345132743362832,£413.01,£1.83
2476,867,922,1.0634371395617070,"£1,024.67",£1.18
8145,725,824,1.1365517241379310,"£1,042.96",£1.44
4639,428,524,1.2242990654205607,£631.80,£1.48
16173,177,194,1.0960451977401130,£292.63,£1.65
4636,331,396,1.1963746223564955,£447.13,£1.35
8154,453,604,1.3333333333333333,£775.08,£1.71
10510,327,423,1.2935779816513761,£523.08,£1.60
11078,489,623,1.2740286298568507,£714.11,£1.46
10514,597,713,1.1943048576214405,£711.65,£1.19
2501,188,228,1.2127659574468085,£512.90,£2.73
9221,855,1027,1.2011695906432749,£932.03,£1.09
6002,464,521,1.1228448275862069,"£1,053.19",£2.27
13545,35,40,1.1428571428571429,£39.68,£1.13
6787,588,792,1.3469387755102041,"£1,075.44",£1.83
6000,147,168,1.1428571428571429,£178.27,£1.21
2498,426,451,1.0586854460093897,£755.38,£1.77
13550,218,274,1.2568807339449541,£528.72,£2.43
9208,470,551,1.1723404255319149,£516.08,£1.10
2499,219,280,1.2785388127853881,£434.47,£1.98
2503,469,565,1.2046908315565032,£602.79,£1.29
13551,48,68,1.4166666666666667,£103.24,£2.15
2500,1564,1771,1.1323529411764706,"£2,177.42",£1.39
5994,687,825,1.2008733624454148,£945.66,£1.38
2511,616,829,1.3457792207792208,"£1,396.94",£2.27
15259,545,601,1.1027522935779817,£590.84,£1.08
10518,620,765,1.2338709677419355,"£1,089.40",£1.76
4648,503,584,1.1610337972166998,"£1,126.40",£2.24
6001,481,562,1.1683991683991684,"£1,234.05",£2.57
8152,1629,1914,1.1749539594843462,"£3,522.19",£2.16
5995,542,618,1.1402214022140221,£652.60,£1.20
13564,138,165,1.1956521739130435,£233.66,£1.69
2514,427,490,1.1475409836065574,£636.13,£1.49
14656,72,83,1.1527777777777778,£156.28,£2.17
8165,290,326,1.1241379310344828,£310.60,£1.07
2519,299,349,1.1672240802675585,£320.83,£1.07
15263,176,187,1.0625000000000000,£420.70,£2.39
2522,152,215,1.4144736842105263,£215.97,£1.42
15262,243,271,1.1152263374485597,£296.59,£1.22
10519,415,453,1.0915662650602410,£614.57,£1.48
2532,398,466,1.1708542713567839,£614.89,£1.54
