customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
15934,£12.63,£16.99,£18.44,£53.49,£96.60,£0.00,£52.74,£0.41,£2.40,£22.70,£0.00,"£2,264.31",£19.55,£32.79,£0.00,£0.00,£0.00,£2.07,£0.00,£0.00
11634,£67.26,£99.62,£65.91,£63.34,£61.51,£0.00,£41.61,£58.19,£17.99,£62.31,£2.49,£0.00,£0.00,£0.00,£23.27,£0.00,£75.00,£7.17,£0.00,£12.74
3967,£6.88,£12.38,£43.76,£0.77,£28.70,£0.00,£6.15,£1.79,£4.19,£7.33,£7.00,£85.83,£0.00,£0.00,£3.66,£12.00,£0.00,£4.14,£0.00,£0.00
13696,£6.77,£37.54,£39.59,£73.17,£15.19,£0.00,£0.00,£4.39,£0.00,£6.14,£27.58,£0.00,£128.19,£0.00,£0.00,£0.00,£80.00,£0.00,£0.00,£0.00
11423,£123.13,£151.57,£120.05,£170.14,£86.05,£0.00,£35.66,£155.01,£109.57,£150.83,£129.87,£408.63,£3.40,£17.58,£21.14,£0.00,£75.00,£15.36,£0.00,£5.89
867,£4.65,£24.39,£54.02,£45.83,£7.07,£0.00,£4.06,£0.59,£2.66,£18.28,£4.91,£0.00,£0.00,£2.94,£2.38,£0.00,£0.00,£0.00,£0.00,£0.00
4848,£38.15,£59.68,£58.08,£23.94,£40.37,£0.00,£0.55,£3.98,£14.17,£1.80,£63.69,£170.06,£0.00,£49.71,£2.87,£0.00,£0.00,£0.00,£0.00,£0.00
4648,£88.21,£82.83,£82.45,£48.32,£43.27,£0.00,£4.38,£47.80,£23.85,£20.72,£50.36,£245.70,£0.00,£0.00,£6.52,£3.00,£320.00,£3.98,£0.00,£2.97
10728,£50.86,£134.97,£48.17,£51.51,£95.95,£0.00,£62.81,£16.16,£15.28,£48.00,£28.14,£22.02,£14.71,£3.88,£7.12,£12.00,£35.00,£8.48,£0.00,£0.00
7135,£6.95,£21.70,£16.21,£35.29,£34.72,£0.00,£5.66,£18.98,£6.32,£14.50,£37.93,£0.00,£78.56,£1.91,£0.99,£0.00,£0.00,£0.00,£17.21,£0.00
9977,£119.67,£48.64,£9.15,£56.26,£38.98,£0.00,£3.90,£22.51,£9.14,£32.87,£183.27,£129.26,£230.91,£8.80,£2.80,£3.00,£10.00,£2.79,£0.00,£0.00
2917,£77.53,£66.42,£33.68,£45.40,£25.48,£0.00,£3.90,£3.77,£13.92,£21.38,£18.48,£0.00,£0.00,£40.99,£0.00,£2.00,£0.00,£1.02,£0.00,£1.92
3798,£39.04,£73.19,£103.03,£50.04,£80.31,£0.00,£68.07,£28.13,£16.13,£40.41,£5.49,£20.56,£0.00,£0.00,£1.48,£14.00,£0.00,£8.47,£0.00,£0.76
6558,£28.87,£15.01,£11.59,£43.48,£7.25,£0.00,£5.04,£17.30,£17.05,£42.85,£14.99,£178.03,£11.13,£20.79,£0.00,£8.00,£5.00,£0.00,£0.00,£0.00
8953,£31.64,£70.27,£21.75,£102.12,£90.20,£0.00,£7.82,£47.75,£15.33,£15.52,£45.66,£0.00,£0.00,£13.84,£11.86,£2.00,£0.00,£0.40,£0.00,£0.00
13995,£5.36,£13.51,£17.07,£72.40,£13.76,£0.00,£0.00,£2.99,£6.80,£0.00,£2.87,£91.23,£128.04,£8.50,£2.97,£0.00,£125.00,£1.68,£0.00,£0.00
9465,£202.43,£192.75,£91.87,£113.69,£142.25,£0.00,£51.86,£73.54,£34.80,£60.86,£118.00,£4.18,£19.09,£17.44,£8.01,£5.00,£0.00,£41.21,£0.00,£5.08
10880,£118.81,£25.06,£19.38,£16.90,£58.03,£0.00,£3.85,£19.53,£11.83,£17.78,£80.04,£339.29,£233.18,£12.49,£6.78,£6.00,£5.00,£57.83,£11.61,£0.00
11657,£178.60,£111.77,£154.20,£82.79,£79.39,£0.00,£19.42,£12.50,£4.25,£22.41,£32.04,£0.00,£8.50,£0.00,£0.00,£12.00,£3.00,£1.49,£0.00,£1.69
13718,£8.07,£28.57,£29.16,£14.84,£2.63,£0.00,£0.00,£28.64,£10.63,£42.92,£0.00,£135.19,£4.41,£4.08,£2.08,£0.00,£180.00,£3.47,£0.00,£0.00
9814,£113.37,£77.40,£43.81,£77.73,£112.10,£0.00,£2.05,£15.51,£4.92,£28.38,£82.70,£0.55,£22.50,£33.39,£2.97,£12.00,£15.00,£2.11,£0.00,£0.00
7840,£84.32,£82.55,£22.87,£26.14,£18.71,£0.00,£5.53,£14.04,£11.88,£28.69,£10.18,£26.16,£16.06,£2.99,£14.91,£0.00,£0.00,£5.64,£0.00,£0.00
9592,£40.45,£125.07,£85.11,£79.14,£53.65,£0.00,£11.59,£117.64,£98.87,£61.77,£44.65,£238.31,£3.81,£83.21,£4.61,£66.00,£90.00,£0.00,£0.00,£0.00
4118,£45.01,£42.74,£30.49,£9.20,£2.97,£0.00,£14.04,£13.77,£31.27,£11.58,£20.23,£28.35,£0.00,£8.01,£15.20,£1.00,£0.00,£0.00,£0.00,£0.00
13601,£51.21,£36.89,£50.64,£120.80,£53.88,£0.00,£0.00,£10.50,£169.27,£24.47,£111.66,£73.67,£520.55,£25.97,£0.00,£0.00,£0.00,£58.74,£2.38,£4.26
1669,£45.18,£43.40,£41.40,£37.37,£37.62,£0.00,£11.60,£30.95,£2.74,£12.51,£48.06,£0.00,£0.00,£1.35,£0.00,£18.00,£0.00,£0.00,£0.00,£0.00
9083,£102.85,£139.51,£105.53,£53.38,£33.63,£0.00,£14.27,£53.59,£26.15,£134.20,£6.99,£0.00,£0.00,£0.00,£14.45,-£6.00,£0.00,£0.00,£0.00,£0.00
12861,£138.02,£133.57,£57.02,£90.10,£58.24,£0.00,£0.00,£223.38,£35.85,£9.51,£37.45,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
13879,£45.39,£72.15,£81.47,£8.55,£13.94,£0.00,£0.00,£6.71,£8.27,£24.12,£10.62,£56.56,£46.54,£0.00,£1.29,£108.00,£50.00,£0.00,£0.00,£0.00
13470,£55.71,£109.82,£60.07,£71.62,£24.76,£0.00,£0.00,£45.90,£10.55,£15.75,£150.45,£0.00,£35.68,£11.04,£1.98,£0.00,£0.00,£0.00,£0.00,£0.00
8284,£300.98,£165.86,£91.80,£228.72,£194.26,£0.00,£69.73,£102.64,£24.91,£44.19,£448.32,£753.91,£972.19,£104.05,£15.07,£0.00,£400.00,£8.59,£0.00,£10.86
4073,£72.87,£69.56,£126.73,£99.04,£74.18,£0.00,£3.40,£4.59,£52.97,£56.99,£91.90,£54.54,£0.00,£75.44,£1.71,£0.00,£0.00,£0.00,£18.62,£0.67
4597,£42.62,£13.54,£28.46,£4.53,£16.31,£0.00,£3.84,£69.54,£7.40,£20.83,£36.24,£106.73,£0.00,£35.46,£4.46,£11.50,£0.00,£0.00,£0.00,£0.00
5615,£42.38,£34.40,£8.85,£25.55,£33.44,£0.00,£8.96,£15.66,£4.26,£3.80,£73.13,£29.49,£213.02,£0.00,£1.02,£0.00,£10.00,£3.78,£0.00,£19.57
10519,£74.93,£71.48,£25.30,£36.75,£91.36,£0.00,£9.83,£37.78,£23.75,£12.60,£31.16,£89.52,£7.73,£26.54,£2.38,£7.00,£15.00,£0.84,£0.00,£0.00
409,£43.92,£51.65,£13.54,£56.82,£25.12,£0.00,£12.00,£52.76,£3.68,£21.15,£15.40,£0.00,£169.94,£0.00,£6.41,£0.00,£20.00,£3.38,£0.00,£0.00
2865,£8.88,£29.32,£79.57,£22.32,£60.93,£0.00,£22.44,£14.21,£11.56,£8.16,£13.85,£0.00,£174.91,£0.00,£0.28,£0.00,£0.00,£2.51,£0.00,£0.00
9052,£46.31,£27.95,£97.71,£39.38,£49.60,£0.00,£29.73,£12.02,£72.70,£17.52,£25.95,£191.20,£170.69,£59.75,£12.24,£27.00,£0.00,£0.00,£0.00,£0.00
13713,£64.20,£55.03,£32.21,£69.73,£107.91,£0.00,£0.00,£19.76,£10.61,£74.23,£95.14,£0.00,£27.58,£26.06,£3.86,£0.00,£0.00,£4.51,£0.00,£0.00
15419,£58.03,£136.34,£97.96,£23.29,£32.28,£0.00,£0.95,£35.85,£0.00,£0.99,£5.10,£240.77,£11.06,£21.17,£0.00,£0.00,£9.00,£6.18,£0.00,£0.00
12372,£143.46,£98.78,£26.30,£56.21,£32.96,£0.00,£0.00,£67.74,£11.30,£75.94,£91.63,£0.00,£39.46,£1.20,£3.66,£11.00,£0.00,£3.40,£0.00,£0.00
13504,£43.28,£94.13,£88.51,£34.91,£42.86,£0.00,£0.00,£39.29,£62.66,£10.35,£46.63,£128.68,£0.00,£21.79,£6.02,£21.00,£558.00,£0.00,£0.00,£2.28
8754,£41.92,£40.31,£15.52,£15.42,£17.17,£0.00,£14.34,£31.98,£6.92,£36.58,£27.00,£0.00,£30.61,£0.00,£7.14,£5.00,£0.00,£1.99,£0.00,£0.00
14085,£120.26,£85.06,£55.66,£18.25,£18.80,£0.00,£0.00,£25.54,£24.93,£34.53,£51.26,£0.00,£0.00,£0.00,£7.07,£0.00,£0.00,£2.53,£0.00,£6.79
737,£20.29,£31.47,£35.58,£85.53,£124.64,£0.00,£10.60,£55.01,£19.03,£72.60,£25.91,£0.00,£191.62,£0.00,£0.00,£0.00,£378.94,£2.63,£0.00,£0.00
11510,£213.68,£195.13,£231.82,£250.83,£403.01,£0.00,£25.84,£81.20,£110.05,£107.76,£324.70,£40.48,£80.37,£6.84,£8.20,£0.00,£0.00,£7.62,£0.00,£0.84
6432,£56.98,£65.49,£24.71,£60.67,£77.10,£0.00,£4.00,£7.85,£12.63,£9.41,£43.76,£34.44,£34.34,£0.00,£0.79,£0.00,£0.00,£1.23,£0.00,£0.00
4285,£32.06,£57.42,£12.46,£17.95,£18.84,£0.00,£2.15,£17.28,£12.32,£19.13,£5.64,£12.70,£0.00,£0.00,£3.79,£32.00,£93.60,£1.60,£0.00,£0.00
7448,£96.46,£49.56,£78.66,£56.02,£88.95,£0.00,£4.43,£12.00,£32.39,£36.66,£24.75,£0.00,£22.31,£1.80,£0.89,£0.00,£0.00,£0.00,£0.00,£0.84
4242,£27.21,£60.17,£2.56,£47.79,£7.52,£0.00,£2.28,£17.40,£1.26,£11.94,£29.93,£124.26,£0.00,£0.00,£0.78,£0.00,£32.00,£4.12,£0.00,£0.00
7658,£32.44,£66.96,£28.23,£28.41,£36.82,£0.00,£6.38,£33.56,£35.25,£19.00,£13.52,£23.55,£369.69,£43.57,£5.17,£0.00,£20.00,£0.00,£0.00,£3.06
12095,£53.81,£20.64,£43.46,£19.59,£21.69,£0.00,£0.00,£31.11,£50.64,£3.05,£9.95,£0.00,£0.00,£1.80,£5.15,£0.00,£0.00,£0.00,£0.00,£0.00
11211,£4.94,£11.55,£41.56,£21.00,£5.23,£0.00,£18.55,£13.45,£41.76,£0.85,£4.09,£252.85,£183.50,£2.65,£0.59,£174.50,£290.40,£2.77,£0.00,£1.69
6752,£22.26,£57.69,£66.21,£24.78,£46.09,£0.00,£15.72,£58.63,£42.46,£16.81,£3.49,£119.51,£14.12,£1.80,£0.00,£0.00,£100.00,£1.23,£0.00,£0.00
2366,£228.87,£212.36,£310.71,£138.09,£287.54,£0.00,£33.79,£71.62,£40.07,£112.99,£191.73,£0.00,£46.69,£0.00,£95.64,£0.00,£0.00,£47.50,£0.00,£26.49
977,£204.41,£120.66,£60.13,£105.50,£105.30,£0.00,£22.44,£32.13,£9.46,£48.24,£144.06,£0.00,£314.26,£3.99,£8.09,£0.00,£0.00,£1.86,£0.00,£5.52
9808,£29.88,£42.12,£160.32,£149.16,£142.50,£0.00,£10.27,£76.60,£48.77,£11.99,£153.68,£0.00,£7.39,£0.59,£0.00,£0.00,£0.00,£9.32,£0.00,£1.68
8450,£23.86,£22.95,£12.89,£34.33,£77.73,£0.00,£12.05,£9.60,£7.85,£7.23,£19.02,£99.67,£2.55,£24.66,£3.74,£0.00,£25.00,£24.45,£0.00,£0.00
11037,£72.76,£89.84,£147.14,£107.28,£152.66,£0.00,£84.27,£20.07,£58.58,£77.86,£33.75,£374.42,£17.58,£70.10,£2.56,£218.00,£188.00,£20.89,£0.00,£5.02
8099,£64.20,£16.40,£65.86,£29.38,£2.03,£0.00,£0.60,£7.82,£19.89,£16.13,£44.99,£16.69,£9.77,£2.99,£4.17,£0.00,£150.00,£0.94,£0.00,£0.00
9066,£28.72,£26.31,£30.66,£8.08,£9.40,£0.00,£34.84,£31.27,£2.77,£0.89,£1.19,£7.65,£3.40,£23.43,£5.89,-£3.00,£0.00,£0.00,£0.00,£0.00
10911,£143.22,£80.97,£100.11,£172.60,£196.76,£0.00,£3.48,£6.92,£19.12,£75.65,£47.29,£0.00,£62.28,£15.54,£3.52,£0.00,£0.00,£1.99,£2.14,£1.10
15728,£85.11,£35.74,£0.84,£69.91,£16.30,£0.00,£0.42,£29.89,£0.72,£0.00,£34.64,£0.00,£5.44,£0.00,£8.72,£0.00,£0.00,£3.98,£0.00,£0.00
13932,£134.71,£61.01,£54.90,£61.79,£59.88,£0.00,£0.00,£11.04,£0.00,£0.00,£15.08,£277.59,£0.00,£8.73,£0.39,£94.00,£0.00,£1.49,£0.00,£0.00
13238,£17.71,£131.59,£45.02,£38.16,£72.28,£0.00,£0.00,£57.81,£5.55,£41.18,£19.50,£508.48,£0.00,£0.00,£3.03,£0.00,£20.00,£0.00,£0.00,£3.40
8844,£54.61,£127.21,£176.12,£26.05,£39.65,£0.00,£39.89,£49.47,£88.50,£64.26,£36.73,£13.91,£65.25,£5.98,£9.77,£6.00,£0.00,£7.12,£0.00,£0.00
85,£77.48,£97.87,£24.96,£37.07,£1.44,£0.00,£0.35,£33.83,£6.61,£25.44,£5.28,£0.00,£256.39,£0.00,£11.40,£8.00,£0.00,£0.30,£0.00,£0.00
8461,£77.01,£36.00,£188.19,£39.33,£263.14,£0.00,£4.45,£34.12,£62.94,£37.11,£73.79,£479.10,£101.12,£35.14,£12.29,£0.00,£0.00,£1.02,£5.73,£0.00
12721,£14.51,£5.19,£21.29,£30.54,£52.20,£0.00,£0.00,£0.00,£7.65,£2.37,£8.19,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£5.56,£0.00,£4.25
14595,£24.37,£36.38,£28.89,£12.77,£11.04,£0.00,£3.30,£0.00,£6.11,£0.00,£30.55,£0.00,£0.00,£51.22,£0.00,£0.00,£0.00,£0.84,£0.00,£0.00
15544,£55.44,£89.70,£43.67,£47.58,£24.02,£0.00,£47.48,£15.30,£63.53,£0.00,£18.21,£82.26,£36.09,£84.29,£7.75,£0.00,£0.00,£22.25,£0.00,£0.00
1406,£46.98,£86.82,£25.26,£97.94,£17.86,£0.00,£7.70,£33.73,£8.16,£27.86,£71.91,£0.00,£0.00,£13.89,£0.00,£0.00,£0.00,£6.72,£0.00,£0.00
9985,£19.29,£83.78,£21.56,£70.96,£11.60,£0.00,£10.15,£71.23,£25.01,£22.93,£16.28,£1.10,£174.26,£7.11,£28.48,£8.00,£5.00,£5.58,£0.00,£2.28
5330,£3.79,£2.25,£3.23,£7.81,£2.20,£0.00,£11.05,£1.46,£0.35,£1.65,£40.07,£49.10,£2.85,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£11.27
14999,£158.36,£17.43,£58.93,£21.49,£4.36,£0.00,£5.10,£9.26,£0.00,£31.37,£41.23,£0.00,£288.44,£24.42,£18.45,£0.00,£0.00,£0.00,£0.00,£0.00
2874,£95.85,£123.59,£253.12,£64.38,£35.24,£0.00,£32.08,£257.35,£1.82,£78.98,£281.64,£0.00,£63.53,£0.00,£2.86,£0.00,£0.00,£0.55,£0.00,£0.84
1925,£39.64,£76.67,£81.22,£15.70,£18.38,£0.00,£14.23,£59.58,£19.34,£13.19,£26.55,£0.00,£106.19,£7.38,£42.67,£0.00,£0.00,£10.94,£0.00,£0.00
5284,£21.77,£124.16,£51.58,£93.10,£75.66,£0.00,£31.29,£50.49,£43.39,£61.79,£62.13,£23.83,£347.99,£0.00,£0.00,£0.00,£395.00,£0.00,£0.00,£0.00
4670,£17.54,£101.74,£27.99,£42.32,£38.13,£0.00,£26.72,£24.56,£9.54,£80.63,£61.36,£286.09,£0.00,£2.49,£12.43,£14.00,£272.00,£0.00,£0.00,£0.00
10619,£43.76,£35.72,£12.16,£8.31,£2.16,£0.00,£0.96,£17.05,£6.89,£10.13,£19.78,£0.00,£0.00,£17.04,£18.42,£0.00,£0.00,£4.84,£0.00,£0.00
4861,£23.89,£34.84,£40.66,£28.75,£28.33,£0.00,£3.44,£2.39,£3.02,£7.78,£23.28,£16.71,£0.00,£29.58,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
14891,£80.87,£103.49,£21.70,£110.04,£141.80,£0.00,£4.10,£4.33,£0.00,£14.51,£2.16,£2.23,£77.90,£7.83,£0.00,£0.00,£0.00,£1.06,£0.00,£0.00
13368,£47.45,£71.21,£22.25,£44.79,£50.24,£0.00,£0.00,£2.98,£11.98,£34.17,£61.19,£0.00,£0.00,£0.00,£2.94,£0.00,£30.00,£1.99,£0.00,£4.14
10328,£37.37,£149.79,£55.28,£52.19,£120.30,£0.00,£18.45,£102.42,£8.63,£24.32,£91.04,£59.30,£12.50,£4.80,£22.74,£4.00,£0.00,£9.83,£0.00,£0.00
2501,£16.54,£45.50,£18.22,£6.74,£47.26,£0.00,£3.37,£4.18,£0.55,£12.10,£1.84,£2.80,£49.31,£20.69,£10.42,£48.50,£145.00,£31.21,£0.00,£32.20
12130,£125.99,£145.25,£104.37,£120.15,£76.54,£0.00,£0.00,£29.49,£13.66,£119.54,£59.15,£647.35,£19.29,£4.40,£36.10,£0.00,£0.00,£0.00,£0.00,£4.26
2183,£0.00,£20.80,£29.74,£5.99,£39.59,£0.00,£4.20,£1.59,£2.27,£0.00,£5.00,£0.00,£6.93,£0.00,£0.00,£0.00,£0.00,£0.42,£8.25,£0.00
14723,£70.70,£23.98,£48.42,£87.91,£21.36,£0.00,£3.35,£0.00,£20.90,£7.27,£35.43,£0.00,£21.76,£0.00,£3.67,£0.00,£0.00,£0.00,£0.00,£0.00
13730,£29.36,£26.98,£21.86,£14.54,£22.84,£0.00,£0.00,£16.88,£1.99,£34.62,£12.27,£93.12,£530.15,£6.60,£8.91,£2.00,£0.00,£14.67,£0.00,£0.00
5665,£13.78,£34.46,£16.92,£41.17,£18.44,£0.00,£3.93,£19.99,£3.01,£14.37,£40.49,£13.96,£68.96,£0.00,£16.13,£12.00,£0.00,£4.26,£2.63,£0.00
6237,£10.84,£21.72,£34.10,£6.87,£10.67,£0.00,£1.38,£12.96,£13.18,£19.03,£8.50,£80.93,£27.33,£0.00,£0.98,£0.00,£0.00,£0.00,£0.00,£0.00
1891,£42.49,£32.41,£25.44,£73.73,£225.19,£0.00,£22.35,£44.76,£2.24,£52.76,£88.19,£391.45,£434.74,£17.42,£0.56,£4.00,£49.61,£2.55,£0.00,£0.00
523,£42.02,£38.83,£25.15,£7.82,£38.55,£0.00,£3.69,£18.61,£25.92,£23.45,£18.61,£0.00,£108.83,£0.00,£12.70,£0.00,£0.00,£2.84,£0.00,£0.00
13572,£105.59,£166.28,£116.25,£77.11,£133.41,£0.00,£0.00,£71.03,£93.58,£59.59,£123.70,£39.27,£9.36,£5.99,£37.33,£0.00,£153.00,£9.64,£0.00,£0.84
10662,£89.81,£85.44,£37.78,£79.17,£130.94,£0.00,£13.86,£5.56,£9.08,£23.93,£59.99,£0.00,£2.55,£22.67,£9.09,£1.00,£40.00,£1.69,£0.00,£0.00
9412,£91.75,£50.66,£15.03,£82.47,£52.09,£0.00,£26.78,£11.45,£15.32,£14.71,£42.64,£149.61,£4.15,£20.01,£2.88,£3.00,£0.00,£4.96,£7.06,£0.00
4919,£67.04,£51.28,£63.79,£34.83,£43.54,£0.00,£21.06,£32.46,£71.65,£40.21,£47.55,£59.28,£0.00,£11.70,£8.23,£44.00,£128.00,£0.00,£0.00,£0.00
6235,£55.33,£50.75,£13.40,£24.95,£76.81,£0.00,£2.64,£6.77,£6.31,£25.94,£13.08,£1.97,£94.76,£0.00,£0.45,£0.00,£0.00,£10.49,£0.00,£0.00
649,£37.74,£21.63,£16.03,£33.05,£7.61,£0.00,£10.15,£2.19,£6.82,£8.05,£19.97,£0.00,£15.64,£0.00,£0.79,£0.00,£0.00,£0.00,£0.00,£0.00
15651,£41.27,£58.69,£12.40,£59.50,£16.97,£0.00,£18.25,£12.12,£0.96,£0.00,£26.78,£384.81,£0.00,£0.00,£0.79,£3.00,£0.00,£0.00,£0.00,£0.00
4134,£39.43,£76.13,£21.51,£50.20,£22.43,£0.00,£21.19,£83.39,£5.16,£36.96,£20.57,£206.85,£0.00,£54.32,£5.55,£27.00,£132.00,£11.06,£0.00,£0.00
5533,£11.90,£17.73,£16.39,£34.34,£29.56,£0.00,£2.70,£22.47,£21.59,£41.50,£15.39,£99.04,£84.92,£0.00,£2.89,£0.00,£0.00,£0.00,£0.00,£0.00
8116,£50.06,£73.96,£26.37,£38.04,£21.38,£0.00,£0.00,£7.48,£1.00,£53.68,£62.58,£0.00,£0.00,£56.23,£22.82,£0.00,£0.00,£0.00,£0.00,£1.69
832,£107.80,£120.03,£39.86,£97.68,£55.57,£0.00,£27.28,£6.75,£8.64,£41.83,£15.41,£0.00,£0.00,£0.00,£29.02,£0.00,£10.00,£0.00,£0.00,£0.00
2882,£37.82,£23.54,£42.36,£12.08,£36.80,£0.00,£8.01,£8.74,£18.32,£14.41,£28.24,£0.00,£149.98,£0.00,£1.63,£15.70,£30.00,£0.00,£0.00,£3.40
11473,£65.60,£15.65,£27.27,£19.18,£35.54,£0.00,£0.94,£11.53,£7.98,£3.39,£51.91,£0.00,£66.33,£34.23,£0.99,£0.00,£0.00,£6.79,£0.00,£0.84
9118,£58.18,£53.66,£128.26,£35.81,£93.04,£0.00,£13.89,£25.35,£55.81,£38.46,£47.74,£0.00,£51.86,£106.63,£13.46,£2.00,£0.00,£15.64,£46.70,£5.07
244,£180.61,£151.08,£166.60,£177.09,£316.62,£0.00,£21.31,£31.38,£21.10,£83.03,£76.00,£0.00,£13.59,£0.00,£11.71,£0.00,£0.00,£18.97,£0.00,£1.27
4254,£53.98,£32.53,£50.94,£26.16,£21.67,£0.00,£4.06,£12.32,£3.11,£2.56,£10.97,£2.18,£0.00,£0.00,£15.42,£0.00,£5.00,£11.94,£0.00,£0.00
15821,£18.08,£23.11,£53.78,£43.52,£22.79,£0.00,£3.84,£0.99,£19.89,£0.00,£6.90,£0.00,£0.00,£26.68,£0.89,£0.00,£0.00,£2.12,£0.00,£1.61
11777,£1.00,£0.93,£0.00,£0.00,£0.00,£0.00,£2.80,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.55,£0.00,£2.00,£0.00,£0.00,£0.00,£0.00
697,£79.67,£128.10,£50.10,£120.48,£71.84,£0.00,£4.10,£42.83,£8.91,£81.83,£148.11,£0.00,£4.93,£34.30,£4.83,£0.00,£0.00,£0.00,£0.00,£0.00
1432,£28.08,£73.15,£77.54,£36.03,£71.38,£0.00,£4.25,£85.15,£66.39,£55.02,£47.89,£0.00,£8.52,£40.71,£8.23,£0.00,£15.00,£2.85,£0.00,£0.00
11649,£160.76,£36.87,£61.81,£171.96,£191.29,£0.00,£7.41,£3.35,£3.31,£39.05,£38.35,£0.00,£68.81,£2.77,£0.00,£0.00,£0.00,£9.63,£0.00,£12.19
12139,£110.87,£104.25,£102.16,£35.86,£17.39,£0.00,£0.00,£49.79,£20.27,£55.77,£71.86,£42.21,£24.65,£19.70,£12.01,£2.00,£10.00,£10.65,£0.00,£0.00
13227,£8.82,£51.30,£49.81,£12.69,£176.64,£0.00,£0.00,£1.49,£29.75,£40.81,£4.50,£0.00,£24.59,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£1.69
2606,£84.53,£108.60,£63.37,£108.72,£34.87,£0.00,£36.79,£23.46,£12.15,£56.02,£24.01,£0.00,£4.67,£0.00,£1.78,£0.00,£0.00,£0.00,£0.00,£6.80
15347,£193.41,£56.44,£52.91,£39.39,£27.70,£0.00,£3.00,£40.43,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£15.39,£0.00,£0.00,£0.00,£0.00,£0.00
9667,£12.20,£54.25,£5.78,£6.52,£16.68,£0.00,£18.00,£24.66,£2.54,£13.60,£37.57,£0.00,£31.24,£2.99,£9.70,£84.00,£295.00,£0.00,£0.00,£4.24
11343,£52.89,£22.43,£20.40,£23.93,£38.72,£0.00,£12.90,£7.96,£2.64,£17.27,£82.64,£19.84,£107.13,£0.00,£1.19,£0.00,£0.00,£4.31,£0.00,£1.49
4781,£11.61,£26.85,£22.63,£7.74,£27.85,£0.00,£29.90,£7.48,£10.06,£8.12,£16.98,£228.62,£0.00,£0.00,£0.00,£1.00,£540.00,£1.69,£0.00,£0.00
2282,£200.76,£87.61,£41.25,£114.35,£90.54,£0.00,£1.30,£34.97,£7.77,£14.00,£74.04,£0.00,£58.13,£10.12,£3.94,£0.00,£0.00,£1.69,£0.00,£3.13
13275,£58.52,£15.49,£16.74,£51.87,£27.49,£0.00,£0.00,£3.52,£1.39,£15.44,£38.86,£0.00,£55.27,£24.72,£6.84,£2.00,£0.00,£4.45,£0.00,£0.00
2901,£81.02,£84.95,£39.87,£65.35,£112.54,£0.00,£18.97,£27.32,£1.67,£14.41,£39.33,£0.00,£66.79,£5.10,£10.50,£0.00,£0.00,£0.84,£0.00,£0.00
11394,£56.65,£49.59,£41.20,£31.00,£31.81,£0.00,£34.90,£31.30,£53.20,£4.12,£24.63,£44.61,£58.73,£52.16,£1.38,£0.00,£30.00,£23.05,£0.00,£2.11
2820,£64.94,£37.95,£9.00,£11.18,£61.41,£0.00,£48.00,£1.18,£0.89,£5.55,£24.74,£0.00,£0.00,£5.98,£6.53,£2.00,£0.00,£15.55,£0.00,£0.84
7758,£7.39,£28.76,£31.79,£21.30,£16.30,£0.00,£2.99,£1.58,£4.10,£15.34,£3.53,£171.22,£19.81,£5.73,£1.98,£0.00,£0.00,£5.01,£1.96,£0.00
308,£73.05,£48.37,£26.38,£14.33,£5.04,£0.00,£1.49,£17.02,£4.79,£12.14,£57.00,£0.00,£7.65,£0.00,£0.00,£0.00,£230.00,£0.00,£0.00,£0.00
734,£104.19,£68.01,£66.87,£75.51,£47.71,£0.00,£24.91,£51.17,£6.40,£22.11,£82.79,£0.00,£130.00,£0.00,£2.61,£0.00,£0.00,£12.74,£0.00,£0.00
3096,£41.94,£100.17,£17.87,£40.81,£165.73,£0.00,£1.63,£5.13,£5.02,£30.09,£7.88,£0.00,£0.00,£31.96,£3.96,£0.00,£0.00,£2.55,£0.00,£0.00
3065,£28.58,£34.69,£22.07,£32.65,£55.70,£0.00,£8.22,£15.17,£8.82,£7.23,£46.29,£0.00,£4.67,£0.00,£8.12,£0.00,£0.00,£2.50,£0.00,£0.00
3973,£59.08,£10.38,£37.14,£18.93,£25.05,£0.00,£4.70,£15.27,£21.22,£22.09,£16.79,£24.51,£0.00,£0.00,£3.72,£0.00,£10.00,£36.95,£0.00,£0.00
8108,£19.29,£32.53,£22.69,£30.80,£74.70,£0.00,£14.75,£18.31,£33.57,£29.55,£47.11,£524.94,£296.96,£5.49,£3.36,£0.00,£0.00,£2.92,£1.10,£0.00
2301,£26.40,£41.13,£3.99,£28.05,£4.16,£0.00,£0.00,£19.51,£3.10,£1.59,£1.87,£105.00,£30.17,£0.00,£0.00,£1.00,£101.72,£0.00,£0.00,£0.00
